Nombre,AI keywords,Resumen generado por la IA,País,URL,Instituciones,Destinatarios,Fecha de cierre,Publicar,Geolocation,Latitude,Longitude,Entidad
Becas de reinvitación para exbecarios del DAAD en Alemania,Becas de investigación,Reinv. exbec. DAAD Alemania,Alemania,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-de-reinvitacion-para,,,"November 9, 2024",Yes,,,,
Quatro. IV Muestra colectiva de creadores de Castilla-La Mancha,exposición colectiva,Quatro. IV Muestra colectiva,España,https://www.arteinformado.com/agenda/f/quatro-iv-muestra-colectiva-de-creadores-de-castilla-la-mancha-232387,,,"November 8, 2024",No,,,,
"New Call For Entries: ""Forma Natura: Nature as Sou...",,"""Forma Natura: Nature as Sou""",,https://artsbenicia.org/,,,"November 8, 2024",No,,,,
2do Concurso de Relatos Breves de la Biblioteca Rivadavia de Trenque Lauquen,"Concurso Relatos Breves, recursos culturales",Concurso Relatos Breves,Argentina,https://www.recursosculturales.com/concurso-de-relatos-breves-biblioteca-rivadavia/,,,"November 8, 2024",Yes,,,,
Fondo Nacional de las Artes: Concurso de Proyectos para Entidades Culturales 2024,"Convocatoria, recursos culturales",Concurso Proy. Culturales 2024,Argentina,https://www.recursosculturales.com/fondo-nacional-de-las-artes-concurso-de-proyectos/,,,"November 7, 2024",Yes,,,,
Santander Emplea Cultura - 11 edición,"Premio Internacional, Santander Emplea Cultura, oportunidad para artistas",Santander Emplea Cultura 11,España,https://www.arteinformado.com/agenda/f/santander-emplea-cultura-11-edicion-233630,,,"November 6, 2024",Yes,,,,
"""Future?"" Juried AI Art Exhibition","Arte Digital, Premio Internacional, Residencias Artísticas","Exhibición AI ""Future?""",EEUU,https://upwardgallery.com/ad/competitions/75/future,,,"November 4, 2024",No,,,,
Gasworks: Residency open call for Argentine artist...,"Convocatorias, Residencia para artistas, oportunidad para artistas",Gasworks: Artista Argentino,Reino Unido,https://www.gasworks.org.uk/opportunities/residency-open-call-for-argentine-artists-based-in-argentina-2024,,Destacar,"November 4, 2024",Yes,,,,
XIII Convocatoria de arte plástica tema El Retrato,"Convocatoria, Premio Internacional, exposición colectiva",XIII Convoc. Arte Plástica: Retrato,España,https://www.arteinformado.com/agenda/f/xiii-convocatoria-de-arte-plastica-tema-el-retrato-232514,,,"November 3, 2024",No,,,,
Beca Fundación Casa de México – Fundación Contemporánea: Máster PHotoESPAÑA - 2025,"Premio Internacional, Residencia para artistas, programa de residencia",Máster PHotoESPAÑA 2025,España,https://www.arteinformado.com/agenda/f/beca-fundacion-casa-de-mexico-fundacion-contemporanea-master-photoespana-2025-233578,,,"November 3, 2024",No,,,,
Becas Jóvenes Artistas Canarios 2024,,Jóvenes Artistas Canarios 2024,,https://www.arteinformado.com/agenda/f/becas-jovenes-artistas-canarios-2024-232823,,,"November 3, 2024",No,,,,
11th Edition of Boynes Artist Award,"11th Edition, Boynes Artist Award, concurso de arte",Boynes Artist Award 11th Ed.,,https://boynesartistaward.com/,,,"November 3, 2024",Yes,,,,
9th Annual Landscapes Art Competition,,9th Annual Landscapes Art Comp,,https://www.fusionartps.com/9th-annual-landscapes-art-competition-2024/,,,"November 3, 2024",No,,,,
"XIII Convocatoria de arte plástica tema ""El Retrat...","Convocatoria de arte, arte plástica, retrato","Convocatoria arte ""El Retrat""",España,https://lasalita.org/convocatoria-de-arte-plastica-tema-el-retrato-2,,,"November 2, 2024",Yes,,,,
Orange Online Open Call for Art,Orange Open Call Art,Orange Open Call Art,Virtual,https://tenmoirgallery.com/orange-online-open-call/,,,"November 2, 2024",No,,,,
Key West Art & Craft Festival,,Key West Art & Craft Fest,,https://www.zapplication.org/event-info.php?ID=12481,,,"November 2, 2024",No,,,,
XVIII Salón Nacional de Artes Visuales Junín 2024,Artes Visuales,XVIII Salón Nacional Artes Visuales,Argentina,https://www.arteinformado.com/agenda/f/xviii-salon-nacional-de-artes-visuales-junin-2024-233501,,,"November 1, 2024",Yes,,,,
Wintertime: International Photography Exhibition,"Arte, Premio Internacional de Fotografía, exposición colectiva",Wintertime: Intl Photo Exhibit,EEUU,https://www.mwcponline.com/wintertime-entry.html,,,"November 1, 2024",No,,,,
Open Call: STUDIOTOPIA Fellowship Programme,"Programa de becas, STUDIOTOPIA Fellowship",STUDIOTOPIA Fellowship,Múltiples países,https://studiotopia.art/open-call/,,,"November 1, 2024",Yes,,,,
"Becas para Vórtice, Laboratorio de Video Experimental con formato de Residencia","oportunidad para artistas, programa de residencia, residencia de artistas",Vórtice Lab Video Exp,Chile,https://www.recursosculturales.com/vortice-laboratorio-de-video-experimental/,,,"November 1, 2024",Yes,,,,
Orange Online Art Competition & Virtual Exhibition,fotografía,Comp. de Arte Online,Virtual,https://www.recursosculturales.com/orange-online-art-competition-virtual-exhibition/,,,"November 1, 2024",No,,,,
XVIII CERTAMEN TRANSFRONTERIZO DE CREACIONES JÓVE...,"Certamen Creaciones Joven, Certamen Nacional, Convocatoria, Premio Internacional",Certamen Creaciones Joven,,https://juventudbadajoz.es/especial/xviii-certamen-transfronterizo-de-creaciones-joven,,,"November 1, 2024",No,,,,
LOMA SERENA,LOMA SERENA,LOMA SERENA,,https://www.hybridfiction.net/submissions,,,"November 1, 2024",Yes,,,,
Anthology Art Competition 2024,"competencia de arte, concurso de arte, premio de arte",Anthology Art Comp 2024,,https://anthology-magazine.com/awards/cover-art-competition/,,,"November 1, 2024",Yes,,,,
VII Certamen de Pintura Foios 2024,Certamen de Pintura,VII Certamen Pintura Foios 2024,España,https://www.arteinformado.com/agenda/f/vii-certamen-de-pintura-foios-2024-233495,,,"October 31, 2024",No,,,,
IV Festival Internacional de Fotografía sobre Derechos Humanos y Justicia Global de Barcelona,"Arte, Premio Internacional de Fotografía, fotografía",IV Fest Fotografía DDHH,España,https://www.arteinformado.com/agenda/f/iv-festival-internacional-de-fotografia-sobre-derechos-humanos-y-justicia-global-de-barcelona-233338,,,"October 31, 2024",No,,,,
II Premio Nacional de Pintura Omorfia Ciudad de Cádiz,"Arte, Concurso de Pintura, Premio Nacional de Pintura",II Prem. Nac. Pintura Omorfia,España,https://www.arteinformado.com/agenda/f/ii-premio-nacional-de-pintura-omorfia-ciudad-de-cadiz-233036,,,"October 31, 2024",No,,,,
I Premio AEDAS Homes de Pintura de la Ciudad de Zaragoza: Goya Today,"Pintura, Premio Internacional, exposición colectiva",Premio AEDAS Homes Pintura,España,https://www.arteinformado.com/agenda/f/i-premio-aedas-homes-de-pintura-de-la-ciudad-de-zaragoza-goya-today-232686,,,"October 31, 2024",No,,,,
Getxophoto Open Call 2025,Open Call Getxophoto,Getxophoto Open Call 2025,España,https://www.arteinformado.com/agenda/f/getxophoto-open-call-2025-233250,,,"October 31, 2024",No,,,,
Convocatoria Internacional de Residencias Studiotopia,"Residencia para artistas, oportunidad para artistas, programa de residencia",Studiotopia,España,https://www.arteinformado.com/agenda/f/convocatoria-internacional-de-residencias-studiotopia-233220,,,"October 31, 2024",No,,,,
"Convocatoria de Proyectos Expositivos Universidad de Murcia - Aula de Artes Plásticas y Visuales, 2025","Artes Visuales, Convocatoria, Proyectos Expositivos",Convocatoria Proyectos Expositivos,España,https://www.arteinformado.com/agenda/f/convocatoria-de-proyectos-expositivos-universidad-de-murcia-aula-de-artes-plasticas-y-visuales-2025-231084,,,"October 31, 2024",No,,,,
Convocatoria Abierta | Residencias Artísticas Barcelona 2024. Otoño Invierno,residencia de artistas,,España,https://www.arteinformado.com/agenda/f/convocatoria-abierta-residencias-artisticas-barcelona-2024-otono-invierno-232164,,,"October 31, 2024",No,,,,
32º Concurso Fotográfico Caminos de Hierro,"Concurso, Premio Internacional de Fotografía, exposición colectiva",Concurso Fotográfico Caminos,España,https://www.arteinformado.com/agenda/f/32-concurso-fotografico-caminos-de-hierro-231831,,,"October 31, 2024",No,,,,
Young Masters: For the Love of Art History - Call ...,"Amor por la Historia del Arte, Young Masters",Young Masters: Art History,UK,https://www.young-masters.co.uk/call-for-artists-for-the-love-of-art-history,,,"October 31, 2024",No,,,,
Blue Koi Gallery: Women Only Online Fine Art Exhib...,"exposición de arte en línea, galería de arte, mujeres artistas",Blue Koi Gallery: Women Only Art,,https://koisartistaward.com/women-only-fine-art-exhibition/,,,"October 31, 2024",No,,,,
Open Call: Sony Alpha Female,Open Call Sony Alpha Female,Sony Alpha Female,,https://alphauniverse.com/alpha-female/,,,"October 31, 2024",No,,,,
Premio Poético Internacional Jaime Gil de Biedma y Alba abre su convocatoria 2024,"Convocatoria Premio Poético Jaime Gil de Biedma, Premio Internacional",Premio Poético Jaime Gil,España,https://www.recursosculturales.com/premio-de-poesia-jaime-gil-de-biedma/,,,"October 31, 2024",No,,,,
Programa de residencias Studiotopia para talentos emergentes de las artes y las ciencias,"Programa de residencias, talentos emergentes",Studiotopia talentos emergentes,,https://www.recursosculturales.com/programa-residencias-studiotopia/,,,"October 31, 2024",No,,,,
"Convocatoria para Residencia Creativa Diáspora en Bogotá, Colombia",Residencia Creativa Diáspora,Creativa Diáspora Bogotá,,https://www.recursosculturales.com/convocatoria-para-residencia-creativa-diaspora-en-bogota-colombia/,,,"October 31, 2024",No,,,,
Apexart’s Open Calls 2025-2026,"Convocatoria Apexart, Open Call Apexart",Apexart Open Calls 2025-26,EEUU,https://hipermedula.org/2024/10/apexarts-open-calls-2025-2026/,,,"October 31, 2024",No,,,,
Open Call GETXOPHOTO 2025,Open Call,Open Call GETXOPHOTO 2025,España,https://hipermedula.org/2024/10/open-call-getxophoto-2025/,,,"October 31, 2024",No,,,,
Residencia de fotografía y lens-baseden México,"fotografía lens-based, residencia de artistas, residencia de fotografía",Fotografía lens-based en Méx,México,https://app.datarte.art/convocatorias/residencia-fotografia-lensbased-mexico-2024,,,"October 31, 2024",No,,,,
Concurso de microrrelatos de Amnistía Internacional “Escribir por derechos”,Premio Literario,Concurso microrrelatos AI,España,https://www.recursosculturales.com/concurso-microrrelatos-amnistia-internacional-madrid/,,,"October 31, 2024",No,,,,
Convocatoria de Proyectos Expositivos Universidad ...,"Proyectos Expositivos, Universidad, convocatoria de proyectos expositivos",Convocatoria Proy. Expositivos,,https://www.um.es/web/cultura/premios/otros/convocatoria-proyectos-expositivos,,,"October 31, 2024",No,,,,
"Open call artists!!! Convocatoria abierta para participar en la edición 2024 de la ""Collective Contemporary""","Convocatoria, Open Call, residencia de artistas",Convocatoria Collective 2024,España,https://www.arteinformado.com/agenda/f/open-call-artists-convocatoria-abierta-para-participar-en-la-edicion-2024-de-la-collective-contemporary-233293,,,"October 30, 2024",No,,,,
Loewe Foundation Craft Prize 2025,"Craft Prize, Loewe Foundation Craft Prize, Premio de Artesanía",Loewe Craft Prize 2025,España,https://www.arteinformado.com/agenda/f/loewe-foundation-craft-prize-2025-231970,,,"October 30, 2024",No,,,,
Open Door Nineteen Juried Exhibition at Rosalux Ga...,"Juried Exhibition, Rosalux Gallery",Open Door Nineteen Exhibit,EEUU,https://rosaluxgallery.submittable.com/submit,,,"October 30, 2024",No,,,,
Call for Entries: 2025-2026 Exhibition Proposals a...,"Convocatoria, Premio Internacional, exposición colectiva",Exhibición 2025-2026,EEUU,https://www.coker.edu/cecelia-coker-bell-gallery/,,,"October 30, 2024",No,,,,
I Premio AEDAS Homes de Pintura de la Ciudad de Za...,Concurso de Pintura,Premio AEDAS Homes Pintura,,https://www.aedashomes.com/goyatoday,,,"October 30, 2024",No,,,,
ATINA convoca a Dramaturgos Iberoamericanos al Proyecto “Patios del Recreo Teatro para Adolescentes”,Dramaturgos,Patios del Recreo Teatro,Múltiples países,https://www.recursosculturales.com/atina-patios-del-recreo/,,,"October 30, 2024",No,,,,
Residencia para artistas radicados en Centroamérica,"Residencia para artistas, Residencias Artísticas, oportunidad para artistas",Artistas C.A.,,https://app.datarte.art/convocatorias/residencias-artistas-centroamerica-2024,,,"October 30, 2024",No,,,,
Convocatoria abierta de residencia para artistas radicados en Centroamérica,"Residencia para artistas, Residencias Artísticas, oportunidad para artistas",Convocatoria artistas C.A.,,https://app.datarte.art/convocatorias/residencias-artistas-centroamerica-2024,,,"October 30, 2024",No,,,,
Concurso Baetón,"Concurso, Concurso Baetón, Convocatoria",Concurso Baetón,Argentina,https://hipermedula.org/2024/07/concurso-baeton/,,,"October 30, 2024",No,,,,
14th Annual “Open” Online Art Competition,"competencia de arte en línea, concurso de arte, exposición de arte",14th Online Art Comp,,https://lightspacetime.art/14th-annual-open-online-art-competition-2024/,,,"October 30, 2024",No,,,,
Exploring Domestic Spaces,,Explorando Espacios Domésticos,,https://santaclaritaarts.com/galleries/callsforentries/,,,"October 30, 2024",No,,,,
"Convocatoria Internacional Bienal SACO1.2 ""Ecosistemas oscuros""","Bienal SACO, Convocatoria, Ecosistemas","Convocatoria SACO1.2 ""Ecos. oscuros""",España,https://www.arteinformado.com/agenda/f/convocatoria-internacional-bienal-saco12-ecosistemas-oscuros-232123,,,"October 29, 2024",No,,,,
Bienal SACO abre convocatoria internacional para participar de su 12a. edición,"12a edición, Bienal SACO, convocatoria internacional",Bienal SACO 12a ed.,Chile,https://www.recursosculturales.com/bienal-saco/,,,"October 29, 2024",No,,,,
Propuestas Vegap 2024. XXVIII Convocatoria de Ayudas a la Creación Visual,"Premio Internacional, Residencia para artistas, oportunidad para artistas",Propuestas Vegap 2024,España,https://www.arteinformado.com/agenda/f/propuestas-vegap-2024-xxviii-convocatoria-de-ayudas-a-la-creacion-visual-232885,,,"October 28, 2024",No,,,,
Open Call: “Exploring Domestic Spaces” Juried Exhi...,"Espacios Domésticos, Juried Exhibition, Open Call",Explorando Espacios Domésticos,EEUU,https://www.cognitoforms.com/cityofsantaclaritaartsandevents/exploringdomesticspacesjuriedexhibition#new_tab,,,"October 28, 2024",No,,,,
Becas Tandem para curso de profesionalización y puesta en marcha de proyectos,"curso de profesionalización, puesta en marcha de proyectos",Tandem curso proy.,España,https://www.recursosculturales.com/becas-tandem/,,,"October 28, 2024",No,,,,
Concurso de Proyectos de Cortometrajes “Arte Registrado” 2024 del FNA,"Arte, Concurso de Cortometrajes, recursos culturales",Concurso Cortometrajes Arte Reg.,Argentina,https://www.recursosculturales.com/concurso-proyectos-cortometrajes-arte-registrado/,,,"October 28, 2024",No,,,,
Chamada aberta para residências Gasworks 2025,"Residencia para artistas, oportunidad para artistas, programa de residencia",Gasworks 2025,Reino Unido,https://hipermedula.org/2024/09/residencias-gasworks-para-artistas-en-brasil/,,,"October 28, 2024",No,,,,
SOLO EXHIBITION IN THE METAVERSE,"Arte Digital, Exhibición en el Metaverso, Metaverso",Exhibición en el Metaverso,,https://circularartspace.co.uk/applications,,,"October 28, 2024",No,,,,
The Art Center in Dover: Contemporary Abstract Jur...,,Art Center Dover: Contemp. Abstr.,,https://contemporary-abstractexhibition2024.artcall.org/,,,"October 27, 2024",No,,,,
Science Gallery Melbourne: EMERGENCE(Y) Open Call,"Convocatoria, Open Call, Premio Internacional",EMERGENCE(Y) Open Call,Australia,https://sciencegallery.org/opencall/emergence-y,,,"October 27, 2024",No,,,,
Convocatoria al Concurso Nacional UADE de Artes Visuales 2024,Convocatoria,Concurso UADE Artes Visuales,Argentina,https://www.recursosculturales.com/concurso-nacional-uade-de-artes-visuales/,,,"October 27, 2024",No,,,,
Becas ANBA-Selú de producción de obra para artista...,"Becas para artistas, Producción de obra para artistas, programa de residencia",ANBA-Selú producción obra artista,,https://www.anba.org.ar/noticias/44/?id=44,,,"October 27, 2024",No,,,,
XVIII CONCURSO DE PINTURA AGUA GRANADA,,XVIII Conc. Pintura Agua Granada,,https://www.fundacionaguagranada.es/convocatorias/convocatoria-detalle/?tx_ttnews%5Btt_news%5D=1405&tx_ttnews%5BbackPid%5D=6&cHash=1bd26e314ff7659f5e6d8633a181f5b9,,,"October 27, 2024",No,,,,
